name,gender,attributes,colour,price,category,desc
Metal Trim Slingback Pointed Flats,female,Upper: synthetic leather Lining: synthetic material Outer: synthetic materials,black,£13.50,SHOES,"Featuring a supportive ankle strap across the back of the heel, your shoe collection just got an update with these Women's slingbacks from our latest collection. A re-emerging trend that we can't get enough of at boohoo HQ, this timeless styare injects a slight vintage appeal to your fits. Team with a slinky bodycon maxi for sultry vibes or channel your inner rich-auntie with jeans and a crisp white shirt. If you're an office girlie, this pair can be worn for either work or play. However you're styling them, these heels deserve a place in your collection."
Plus Ruched Side Asymmetric Midi Skirt,female,100% Polyester. Machine Wash. Model Wears UK Size 16.,chocolate,£11.25,SUSTAINABILITY,"A figure flattering style that’s an essential in every curvy girl’s wardrobe, bring the heat this season in this plus size skirt from our latest collection. Fastening around the waist for a curve enhancing fit, this style is about to become your new style hero. Pair with thick tights and chunky boots in winter or go bare legs when the weather starts to heat up – our collection has all the styles you could need. Feeling girly? Look to pleats, ruffles and pretty florals with one of our plus size maxi skirts. Mini, midi or maxi—we have a style to suit everyone."
Belted Double Breasted Coat,female,100% Polyester,lime,£37.50,COATS & JACKETS,"Ready to play the long game? Our long coat collection was made to help keep the chill off this season, girl. Bring elegance to your next social event as you embrace a simple silhouette in a belted longline coat, or bring the heat in faux fur options to bundle up in. A key winter wardrobe staple, create the look you want with a sleek longline coat for blustery days. A long coat extends below the knee and ends above the ankle, so it's designed to flatter your figure and keep you feeling cosy. Wherever you're headed, this fashion staple has got you covered."
OLAPLEX NO.3 100ML HAIR PERFECTOR,female,NA,white,£26.00,HAIRCARE,"Look after your locks with this latest product from our haircare range. From nourishing shampoos to leave in conditioners, our hair products are the perfect add-to-basket treat. Pick up a heat protector spray or repair cream to keep your ends moisturised. Packed with some of the best haircare brands around, from Beauty Works to Garnier, our haircare collection has it all."
Revolution Create Detailed Concealer Brush R11,female,NA,pink,£4.00,MAKEUP BRUSHES,"Perfect your beauty look with the best tools for your makeup. Our makeup brushes come in all different sized heads and bristles, to apply everything from foundation to liquid eyeliner. A brush and a makeup sponge will help you apply your makeup better, and improve the final look, with a smoother finish and much better blending. With easy application, and so many products to choose from, your beauty routine just levelled up. Find the right brushes for your look."
Beige Petite Two Tone Brushed Rib Scoop Neck Top,female,95% polyester 5% elastane. Machine Wash. Model Wears Size 10.,camel,£10.00,NEW IN,"Gain some serious style points this season in this petite top. Cut shorter to ensure the perfect fit, our tops for petite women are designed for queens 5’3’’ and below. From petite t-shirts to petite blouses, we’ve got all the new-season styles you need in your wardrobe. Feeling casual? Dress it down with a pair of straight leg jeans and chunky trainers. If out out is more your vibe, team with some distressed hem shorts and killer heels for a major style statement."
Plus Cotton Extreme Blouson Sleeve Midi Dress,female,100% Polyester. Machine wash. Model wears UK size 16.,terracotta,£25.00,PLUS SIZE DRESSES,"Bring a new kinda attitude in this latest piece from our collection of plus size dresses. Available in UK sizes 16-24, our range of curve dresses carries all the on-trend pieces you need to feel confident. Whether it's a plus size black dress or skater style you're adding to your basket, we promise no more awkward fits, just dresses you can depend on. Work a flattering plus size shirt dress or smock shapes during the day, then take on the night in sexy styles, maxi lengths and Bardot necklines."
White Puff Sleeve Cropped Crepe Shirt,female,100% Cotton. Machine Wash. Model wears UK size 10.,white,£20.00,NEW IN,"Nail the basics this season with a shirt from our latest collection. Featuring a classic collar, button detailing and a tailored fit, this one can be dressed up or down depending on your vibe. From boardroom looks to lazy brunches, when the weekend calls, throw on and go with a long sleeve shirt over a classic roll neck. Just add a pair of white trainers and your casual uniform is sorted. Want to stay fresh all day long? Throw on a staple white shirt with your most coveted denim."
Crochet Plunge Cover Up Beach Dress,female,NA,aqua,£30.00,BEACHWEAR,"Treat yourself to a vacay wardrobe refresh with this unreal piece from our range of beach dresses. Perfect for covering up on the beach, the lightweight material will let you bring the heat while keeping cool. Chill by the pool in an off the shoulder beach cover up dress or lunch by the seaside in cute linen-look fabric. A beach maxi dress is the perfect style statement on holiday. You, a dreamy summer beach dress and a pair of rectangle sunglasses… we can see it now."
Two Tone Brushed Rib Zip Detail Unitard Jumpsuit,female,95% Polyester 5% Elastane. Model wears size 10,camel,£18.00,JUMPSUITS & PLAYSUITS,"Just chillin? Keep things simple this season in this casual jumpsuit from boohoo. Laidback, comfy, and the perfect throw-on piece, pull off effortless vibes with a casual jumpsuit. Choose from casual jersey jumpsuits with ribbed detailing or opt for a loungewear jumpsuit in new-season hues. Heading on a cinema date? This style is your perfect option. From sweat jumpsuits to belted styles, just pair with chunky trainers or socks and sliders and you’re sorted. Comfort heaven = achieved."
Basic Jersey Self Fabric Button Waistcoat,female,95% Polyester and 5% Elastane. Machine Washable. Model Wears UK Size 10.,black,£12.00,COATS & JACKETS,"Wrap up in the latest women's coats and jackets and get out-there with your outerwear. Breathe life into your new season layering with the latest coats & jackets from boohoo. Supersize your silhouette in a padded jacket, stick to sporty styling with a bomber or protect yourself from the elements in a plastic raincoat. For a more luxe layering piece, faux fur coats come in fondant shades and longline duster coats give your look an androgynous edge."
Linen Tie Waist Shirt Dress,female,NA,olive,£25.00,DRESSES,"Nail your casuals this season with this shirt dress from our latest collection. Featuring collar detailing and a button front design, a shirt dress is timeless, universally flattering, and the perfect addition to your new-season wardrobe. Cool, breathable and an absolute staple, just pair with box-fresh trainers for off-duty days or go from day to night with sky-high heels and a statement red lip. From classic white shirt dresses to printed styles, we've got something to suit every vibe."
Maternity Floral Button Pocket Smock Dress,female,NA,pink,£11.25,MATERNITY CLOTHING,"Step out in style with this comfortable yet stylish maternity dress. Created to fit you and your growing bump, our pregnancy dresses are designed with a little more room around the middle. From maternity smock dresses to maternity occasion dresses, we’ve got a style for every occasion. Pair this one with simple sandals and barely there jewellery and you’re good to go! Keeping things casual? Pair with flatform trainers and a denim jacket for an effortlessly cool look. Look cute, feel comfy."
Lace Detail Brazilian,female,NA,green,£4.50,LINGERIE,"Let’s be honest, when it comes to underwear, it’s all about comfort these days. We’ve got comfortable knickers available in all different shapes, materials and designs, so you can feel your best and pick the styles that work for you. These pants are an absolute wardrobe essential, and are usually worn for comfort or maximum support. Perfect any day where self-care is key and you just want something comfy and practical."
